Language_ID,Parameter_ID,Value
Croker Island English,Use of indefinite article where StE has definite article,D
Croker Island English,Use of zero article where StE has definite article,A
Croker Island English,Use of zero article where StE has indefinite article,A
Croker Island English,Use of definite article where StE favours zero,B
Croker Island English,Use of indefinite article where StE favours zero,D
Croker Island English,Indefinite article one/wan,D
Croker Island English,Demonstratives for definite articles,B
Croker Island English,Them instead of demonstrative those,B
Croker Island English,Yon/yonder indicating remoteness,D
Croker Island English,Proximal and distal demonstratives with  ʼhereʼ and  ʼthereʼ,D
Croker Island English,No number distinction in demonstratives,B
Croker Island English,Group genitives,?
Croker Island English,Existential construction to express possessive,D
Croker Island English,Phrases with for + noun to express possession: for-phrase following possessed NP,D
Croker Island English,Phrases with for + noun to express possession: for-phrase preceding possessed NP,D
Croker Island English,Postnominal phrases with bilong/blong/long/blo to express possession,D
Croker Island English,Omission of genitive suffix; possession expressed through bare juxtaposition of nouns,B
Croker Island English,Double comparatives and superlatives,C
Croker Island English,Regularized comparison strategies: extension of synthetic marking,D
Croker Island English,Regularized comparison strategies: extension of analytic marking,D
Croker Island English,Much as comparative marker,D
Croker Island English,As/to as comparative markers,D
Croker Island English,Comparatives and superlatives of participles,D
Croker Island English,Comparative marking only with than,D
Croker Island English,Comparative marking with more…and,D
Croker Island English,Zero marking of degree,D
Croker Island English,Attributive adjectival modifiers follow head noun,D
Croker Island English,Wider range of uses of progressive be + V-ing than in StE: extension to stative verbs,B
Croker Island English,Wider range of uses of progressive be + V-ing than in StE: extension to habitual contexts,A
Croker Island English,Invariant be as habitual marker,C
Croker Island English,Do as habitual marker,D
Croker Island English,Other non-standard habitual markers: synthetic,D
Croker Island English,Other non-standard habitual markers: analytic,D
Croker Island English,Progressive marker stap or stay,D
Croker Island English,Be sat/stood with progressive meaning,D
Croker Island English,There with past participle in resultative contexts,D
Croker Island English,Medial object perfect,D
Croker Island English,After-perfect,D
Croker Island English,Levelling of the difference between present perfect and simple past: simple past for StE present perfect,A
Croker Island English,Levelling of the difference between present perfect and simple past: present perfect for StE simple past,D
Croker Island English,Simple present for continuative or experiential perfect,D
Croker Island English,Be as perfect auxiliary,D
Croker Island English,Do as unstressed tense marker,D
Croker Island English,Completive/perfect done,D
Croker Island English,Completive/perfect have/be + done + past participle,D
Croker Island English,“Sequential” or “irrealis” be done,D
Croker Island English,Completive/perfect marker slam,D
Croker Island English,Ever as marker of experiential perfect,B
Croker Island English,Perfect marker already,B
Croker Island English,Finish-derived completive markers,D
Croker Island English,Past tense/anterior marker been,B
Croker Island English,Anterior had + bare root,D
Croker Island English,Loosening of sequence of tenses rule,C
Croker Island English,Go-based future markers,D
Croker Island English,Volition-based future markers other than will,D
Croker Island English,Come-based future/ingressive markers,D
Croker Island English,Present tense forms for neutral future reference,C
Croker Island English,Is for am/will with 1st person singular,D
Croker Island English,Would for (distant) future in contrast to will (immediate future),D
Croker Island English,Would in if-clauses,?
Croker Island English,Double modals,D
Croker Island English,Epistemic mustn’t,?
Croker Island English,Present tense forms of modals used where StE has past tense forms,D
Croker Island English,Want/need + past participle,C
Croker Island English,New quasi-modals: core modal meanings,D
Croker Island English,New quasi-modals: aspectual meanings,D
Croker Island English,Non-standard use of modals for politeness reasons,X
Croker Island English,Levelling of past tense/past participle verb forms: regularization of irregular verb paradigms,C
Croker Island English,Levelling of past tense/past participle verb forms: unmarked forms,B
Croker Island English,Levelling of past tense/past participle verb forms: past tense replacing the past participle,?
Croker Island English,Levelling of past tense/past participle verb forms: past participle replacing the past tense form,B
Croker Island English,Zero past tense forms of regular verbs,B
Croker Island English,Double marking of past tense,C
Croker Island English,A-prefixing on ing-forms,D
Croker Island English,A-prefixing on elements other than ing-forms,D
Croker Island English,Special inflected forms of be,D
Croker Island English,Special inflected forms of do,D
Croker Island English,Special inflected forms of have,D
Croker Island English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D
Croker Island English,Other forms/phrases for copula ʼbeʼ: before NPs,D
Croker Island English,Other forms/phrases for copula ʼbeʼ: before locatives,B
Croker Island English,Other forms/phrases for copula ʼbeʼ: before AdjPs,D
Croker Island English,Transitive verb suffix -em/-im/-um,D
Croker Island English,Use of gotten and got with distinct meanings (dynamic vs. static),D
Croker Island English,Use of gotten instead of got,D
Croker Island English,Use of verbal suffix -ing with forms other than present participle/gerund,D
Croker Island English,Was for conditional were,?
Croker Island English,"Serial verbs: give = ʼto, forʼ",D
Croker Island English,Serial verbs: go = ʼmovement away fromʼ,D
Croker Island English,Serial verbs: come = ʼmovement towardsʼ,D
Croker Island English,Serial verbs: constructions with 3 verbs,D
Croker Island English,Serial verbs: constructions with 4 or more verbs,D
Croker Island English,Give passive: NP1 (patient) + give + NP2 (agent) + V,D
Croker Island English,Multiple negation / negative concord,C
Croker Island English,Ain’t as the negated form of be,D
Croker Island English,Ainʼt as the negated form of have,D
Croker Island English,Ainʼt as generic negator before a main verb,D
